plate,owner,phone,class_vehicle,province,registration_date,id_card
43-J9.43293,Phạm Văn T,396941824,Xe máy,Quảng Trị,16/08/2025,38529168191
41Q-5551,Võ Văn O,929522072,Ô tô con,Hà Tĩnh,22/06/2023,20185708327
38Q-8900,Võ Thị EE,381761398,Ô tô tải,Thanh Hóa,15/12/2022,31980229423
34E-4619,Đỗ Văn Z,936833530,Ô tô con,Thái Bình,29/03/2021,48390137724
60B-1030,Mai Văn RR,999131446,Xe bán tải,Bình Dương,25/10/2021,33838373166
47A-4361,Hoàng Thị U,836513361,Ô tô con,Quảng Ngãi,31/08/2023,19461002388
23Q-2439,Vũ Thị F,940085659,Ô tô khách,Sơn La,03/05/2025,45371450338
40N-4451,Đỗ Văn Z,760912305,Ô tô tải,Nghệ An,24/01/2023,67659198896
TH-37-90,Lý Thị QQ,358113286,Xe chuyên dụng,Quảng Trị,05/04/2020,70131302916
73W-7322,Mai Văn BB,704347327,Ô tô khách,Hậu Giang,27/10/2025,42671705636
49E-9165,Đặng Văn G,343450947,Ô tô tải,Phú Yên,15/05/2021,43942067367
60U-4614,Lê Thị S,392834373,Xe bán tải,Bình Dương,21/02/2024,8626825108
18C-9220,Võ Thị EE,329244497,Ô tô khách,Lào Cai,08/09/2022,66849100505
41P-36233,Vũ Thị F,963251738,Xe bán tải,Hà Tĩnh,29/07/2020,44069864818
TH-24-96,Hoàng Thị KK,929291982,Xe chuyên dụng,Khánh Hòa,18/11/2022,33775679052
72T-30563,Trần Văn XX,330372606,Ô tô khách,Cần Thơ,11/06/2020,22176488537
45I-8238,Vũ Văn V,331035691,Ô tô khách,Đà Nẵng,27/04/2023,1102433320
53H-8018,Vũ Thị F,856693583,Xe bán tải,Kon Tum,21/07/2023,75535680425
68C-37931,Phan Thị P,796014491,Xe bán tải,Vĩnh Long,30/07/2020,49384836572
34V-4751,Phạm Văn JJ,395214155,Ô tô khách,Thái Bình,07/07/2024,68860819790
69I-8831,Đinh Thị CC,918336900,Xe bán tải,Đồng Tháp,28/11/2023,77790090590
54M-6665,Nguyễn Thị GG,761832770,Ô tô tải,Gia Lai,25/05/2023,44532722059
68-P5.97234,Đinh Thị CC,777245986,Xe máy,Vĩnh Long,20/09/2024,66543749274
TH-61-27,Lê Thị S,906805887,Xe chuyên dụng,Bà Rịa - Vũng Tàu,26/08/2025,42194737110
59I-7270,Lê Văn C,903330218,Ô tô tải,Tây Ninh,19/04/2020,54501258686
33L-6913,Đinh Thị CC,887612222,Ô tô con,Hưng Yên,26/03/2020,44396279249
TH-41-67,Phan Thị P,829778558,Xe chuyên dụng,Thái Nguyên,16/09/2020,51635730695
60X-6378,Hoàng Văn E,887612222,Ô tô tải,Bình Dương,27/06/2025,64367085036
25A-55791,Hoàng Thị U,938788515,Ô tô tải,Thái Nguyên,22/10/2025,19499442099
45K-7407,Lê Thị S,396448031,Ô tô con,Đà Nẵng,16/07/2024,31930874582
21R-44030,Trần Thị B,947614325,Xe bán tải,Phú Thọ,11/04/2020,12227688260
14B-1970,Mai Thị L,777245986,Ô tô tải,Cao Bằng,15/11/2021,37836439116
58E-9210,Võ Thị EE,700849155,Xe bán tải,Bình Phước,20/03/2025,46984148727
72E-4677,Hồ Văn TT,810423680,Ô tô con,Cần Thơ,20/05/2024,8875064826
60-S7.78261,Phan Văn VV,335618363,Xe máy,Bình Dương,16/05/2023,44599260413
31I-6031,Lý Thị AA,882920203,Xe bán tải,Hải Phòng,17/10/2022,25474946377
42B-1430,Ngô Thị Y,367510649,Ô tô con,Quảng Bình,07/05/2025,19161690734
69Q-3019,Ngô Thị OO,819577344,Ô tô tải,Đồng Tháp,25/02/2021,44556837420
47A-7273,Vũ Văn LL,947614325,Ô tô khách,Quảng Ngãi,12/01/2020,56015703501
45-B6.4942,Đặng Văn G,996722008,Xe máy,Đà Nẵng,19/10/2023,70099121692
75F-9206,Phan Văn VV,380789206,Ô tô con,Bạc Liêu,19/08/2022,22254634962
73W-2437,Mai Văn BB,999131446,Xe bán tải,Hậu Giang,23/05/2025,8850438000
62J-2663,Đặng Thị W,784375339,Xe bán tải,Bà Rịa - Vũng Tàu,08/09/2021,33714875591
TH-33-48,Phạm Văn T,938788515,Xe chuyên dụng,Hà Giang,19/10/2021,36210824871
51-E9.54412,Phạm Văn ZZ,368897953,Xe máy,Ninh Thuận,23/06/2022,11215260943
34T-7513,Phan Thị P,952160532,Ô tô con,Thái Bình,28/09/2022,51457623546
71-S3.14735,Đặng Văn G,974827781,Xe máy,Kiên Giang,21/01/2025,33965217764
TH-39-73,Ngô Thị OO,923544723,Xe chuyên dụng,Nam Định,09/02/2020,33724421169
48-B7.12811,Phạm Văn T,708336556,Xe máy,Bình Định,18/07/2024,51954217430
TH-45-10,Mai Thị L,983278884,Xe chuyên dụng,Điện Biên,17/05/2022,48472175320
67G-35042,Mai Thị L,855584848,Ô tô khách,Trà Vinh,31/01/2022,54437830762
28S-8565,Hồ Thị N,873018727,Ô tô tải,Phú Thọ,12/03/2024,31329180237
49O-17052,Hồ Văn TT,380104986,Ô tô tải,Phú Yên,03/10/2025,15523686383
37W-8484,Hoàng Thị KK,382039866,Ô tô con,Ninh Bình,01/05/2022,24987903394
30A-2539,Vũ Văn V,363217378,Ô tô khách,Hải Dương,24/02/2021,47533819970
17-Q9.9835,Trần Thị B,386153531,Xe máy,Tuyên Quang,01/08/2023,8751601598
69Y-3651,Phan Văn VV,792390727,Ô tô tải,Đồng Tháp,25/03/2021,19214415369
27J-1549,Mai Văn BB,929291982,Ô tô con,Bắc Giang,29/06/2020,72202570306
36E-6148,Ngô Văn I,329244497,Ô tô khách,Nam Định,02/02/2024,49373265372
73K-4535,Đinh Văn M,705911005,Ô tô khách,Hậu Giang,25/04/2021,37313671979
43J-18695,Phan Văn VV,924891690,Ô tô tải,Quảng Trị,20/01/2022,25449438006
TH-30-82,Nguyễn Thị GG,839508773,Xe chuyên dụng,Bình Phước,16/06/2024,51867168989
76A-8033,Nguyễn Thị GG,702447904,Xe bán tải,Cà Mau,12/05/2025,54858698126
TH-57-90,Hồ Văn DD,392365847,Xe chuyên dụng,Đắk Lắk,04/10/2025,6241233335
50-M6.44643,Hồ Văn DD,906896386,Xe máy,Khánh Hòa,23/05/2025,38856376892
27B-46361,Phạm Văn JJ,954900295,Ô tô tải,Bắc Giang,06/08/2025,20711083101
67T-1263,Nguyễn Thị GG,381761398,Ô tô khách,Trà Vinh,26/04/2021,60557729983
57-Z6.3964,Hoàng Thị U,322989105,Xe máy,Lâm Đồng,23/08/2022,64222684502
63-G3.4784,Mai Văn RR,834339495,Xe máy,TP. Hồ Chí Minh,14/05/2025,22059698755
50N-6406,Vũ Văn LL,963236342,Ô tô tải,Khánh Hòa,21/12/2023,42391553141
19-P4.3098,Nguyễn Thị GG,938788515,Xe máy,Điện Biên,07/04/2020,51137010900
33D-3293,Đỗ Thị J,843153240,Ô tô tải,Hưng Yên,17/10/2020,17642382196
TH-72-86,Hoàng Văn E,963444170,Xe chuyên dụng,Ninh Bình,13/07/2024,34883486807
26F-1242,Đỗ Văn Z,817867077,Ô tô con,Lạng Sơn,13/12/2021,74103690785
76H-3324,Võ Thị EE,774968060,Ô tô con,Cà Mau,03/07/2020,60150126780
44Y-64243,Nguyễn Thị WW,947572506,Ô tô khách,Thừa Thiên Huế,14/10/2021,70168318913
68V-6839,Đỗ Thị J,774968060,Ô tô con,Vĩnh Long,19/11/2021,44596045380
TH-72-21,Lý Văn K,826261809,Xe chuyên dụng,Đồng Tháp,01/08/2021,22227935950
14C-39228,Mai Văn BB,838404964,Ô tô khách,Cao Bằng,02/08/2022,70754728335
11W-2410,Phan Thị P,993520642,Xe bán tải,Hà Nội,07/06/2022,30229154265
20C-5570,Mai Văn BB,340488083,Ô tô khách,Lai Châu,17/06/2020,26874257034
63Y-6028,Trần Văn HH,859881426,Ô tô khách,TP. Hồ Chí Minh,18/05/2024,24134345732
24V-33213,Phạm Văn ZZ,946673883,Ô tô khách,Hòa Bình,21/11/2023,22144160247
63A-2348,Vũ Thị F,947755410,Xe bán tải,TP. Hồ Chí Minh,12/09/2021,51544135295
30H-8340,Hoàng Thị KK,346306659,Xe bán tải,Hải Dương,18/12/2023,38917318174
66G-78077,Bùi Văn NN,763553585,Ô tô tải,Bến Tre,07/04/2020,64462369052
58P-5205,Đặng Văn G,392365847,Xe bán tải,Bình Phước,28/12/2021,37805149394
56-I6.4704,Trần Văn HH,839508773,Xe máy,Đắk Nông,18/08/2024,22087615951
49C-2415,Đỗ Văn Z,975562189,Ô tô con,Phú Yên,16/01/2023,60790585393
53H-78192,Phạm Văn T,972361325,Ô tô khách,Kon Tum,06/04/2022,11853393105
30L-3860,Đinh Văn M,917920618,Ô tô con,Hải Dương,18/06/2020,22670256197
TH-94-54,Nguyễn Thị WW,919017224,Xe chuyên dụng,Nam Định,24/08/2021,51132460636
74-H5.58719,Mai Văn BB,707079467,Xe máy,Sóc Trăng,10/04/2021,48477136680
14U-2546,Nguyễn Thị GG,972317142,Ô tô tải,Cao Bằng,01/06/2025,17327753343
34O-1320,Mai Thị L,342386599,Ô tô con,Thái Bình,30/09/2020,51025611769
45-L6.83866,Lê Thị S,862470456,Xe máy,Đà Nẵng,26/10/2022,49121371064
74Y-5394,Nguyễn Thị GG,376340456,Xe bán tải,Sóc Trăng,12/10/2023,70721879410
62B-76929,Võ Văn O,836513361,Ô tô khách,Bà Rịa - Vũng Tàu,28/11/2024,8416885458
47-K5.2379,Trần Văn XX,784375339,Xe máy,Quảng Ngãi,01/09/2022,44251884830
75D-55391,Đinh Thị SS,329971569,Ô tô con,Bạc Liêu,16/03/2022,14080237859
36-D1.87607,Bùi Thị H,702790458,Xe máy,Nam Định,04/03/2021,60276333587
TH-61-18,Vũ Thị F,702447904,Xe chuyên dụng,Yên Bái,12/06/2021,15316600417
TH-59-11,Đặng Văn G,323429465,Xe chuyên dụng,Quảng Trị,15/05/2021,60093331019
TH-78-92,Lê Thị II,818434203,Xe chuyên dụng,Ninh Thuận,18/11/2024,33559564355
70Q-5363,Đặng Văn G,946673883,Xe bán tải,An Giang,25/02/2024,36785056215
42V-4164,Phạm Văn ZZ,845535516,Ô tô con,Quảng Bình,23/02/2025,74994992472
73R-5970,Hồ Văn TT,763554026,Xe bán tải,Hậu Giang,09/04/2023,77958430123
50K-4219,Đặng Thị MM,873018727,Ô tô khách,Khánh Hòa,18/04/2022,8239699422
40E-1552,Phan Thị P,392365847,Xe bán tải,Nghệ An,10/12/2022,70863334186
15S-8052,Ngô Văn I,936833530,Xe bán tải,Bắc Kạn,13/12/2021,74907363637
49B-50088,Phan Văn VV,816464390,Ô tô khách,Phú Yên,02/11/2025,40260030925
TH-44-54,Hoàng Văn E,955514577,Xe chuyên dụng,Quảng Ngãi,08/05/2025,58885798907
43K-1278,Bùi Văn NN,839508773,Ô tô con,Quảng Trị,13/01/2023,67572660793
12L-2976,Phạm Văn T,796014491,Ô tô con,Hà Giang,07/06/2024,33007855296
22S-4406,Võ Thị EE,816106121,Ô tô tải,Yên Bái,21/10/2023,44315547449
51-M9.6889,Phan Văn VV,834240857,Xe máy,Ninh Thuận,07/05/2021,72258100236
TH-73-50,Lý Thị QQ,358113286,Xe chuyên dụng,Kiên Giang,27/09/2023,15085763216
14W-9076,Bùi Văn NN,836513361,Ô tô tải,Cao Bằng,06/09/2020,72817674469
76-C5.17441,Lý Văn K,865856068,Xe máy,Cà Mau,15/04/2024,24703734625
60E-9568,Võ Thị EE,373269963,Xe bán tải,Bình Dương,09/02/2020,20139799802
74S-8059,Đỗ Văn PP,365250518,Ô tô con,Sóc Trăng,11/04/2022,37022716503
18V-3166,Đặng Thị MM,926485092,Ô tô con,Lào Cai,01/07/2023,22279543337
19Y-92101,Trần Văn HH,824381602,Xe bán tải,Điện Biên,10/02/2020,10360101566
41P-9012,Đinh Thị CC,871928837,Ô tô con,Hà Tĩnh,24/05/2025,66805219652
72C-9410,Trần Văn R,871457069,Xe bán tải,Cần Thơ,03/03/2020,48617310698
48B-39475,Trần Văn HH,929522072,Xe bán tải,Bình Định,03/02/2022,43764435037
50P-9981,Lê Văn C,866443247,Ô tô tải,Khánh Hòa,24/09/2024,56611428402
TH-12-96,Nguyễn Thị GG,926485092,Xe chuyên dụng,Tiền Giang,09/11/2021,30800777210
